,date,vessel_type,source,destination,price
816782,2026-06-20,Supramax,USA,Dhamra,31.01
761918,2026-06-20,Supramax,Mozambique,Sagar/Sandheads,23.79
103550,2026-06-20,Capesize,Mozambique,Gopalpur,17.38
194990,2026-06-20,Capesize,USA,Haldia,19.96
737534,2026-06-20,Supramax,Mozambique,Gangavaram,18.85
249854,2026-06-20,Handysize,Australia,Sagar/Sandheads,24.69
719246,2026-06-20,Supramax,Indonesia,Sagar/Sandheads,18.7
768014,2026-06-20,Supramax,Mozambique,Visakhapatnam,25.01
323006,2026-06-20,Handysize,Mozambique,Haldia,15.37
347390,2026-06-20,Handysize,Russia,Dhamra,18.39
639998,2026-06-20,Panamax,USA,Visakhapatnam,20.46
24302,2026-06-20,Capesize,Australia,Haldia,16.61
585134,2026-06-20,Panamax,Russia,Paradip,25.86
457118,2026-06-20,Panamax,Australia,Paradip,17.1
591230,2026-06-20,Panamax,Russia,Sagar/Sandheads,32.61
201086,2026-06-20,Capesize,USA,Paradip,12.85
780206,2026-06-20,Supramax,Russia,Gangavaram,30.48
36494,2026-06-20,Capesize,Australia,Sagar/Sandheads,13.7
438830,2026-06-20,Panamax,Australia,Gangavaram,27.79
243758,2026-06-20,Handysize,Australia,Paradip,14.26
493694,2026-06-20,Panamax,Indonesia,Haldia,26.76
633902,2026-06-20,Panamax,USA,Sagar/Sandheads,41.55
12110,2026-06-20,Capesize,Australia,Gangavaram,11.64
621710,2026-06-20,Panamax,USA,Haldia,29.47
798494,2026-06-20,Supramax,Russia,Paradip,20.56
432734,2026-06-20,Panamax,Australia,Dhamra,24.3
609518,2026-06-20,Panamax,USA,Gangavaram,25.44
499790,2026-06-20,Panamax,Indonesia,Paradip,35.4
579038,2026-06-20,Panamax,Russia,Haldia,25.03
219374,2026-06-20,Handysize,Australia,Dhamra,20.17
847262,2026-06-20,Supramax,USA,Sagar/Sandheads,23.68
725342,2026-06-20,Supramax,Indonesia,Visakhapatnam,32.32
225470,2026-06-20,Handysize,Australia,Gangavaram,15.53
505886,2026-06-20,Panamax,Indonesia,Sagar/Sandheads,27.82
615614,2026-06-20,Panamax,USA,Gopalpur,25.99
402254,2026-06-20,Handysize,USA,Gopalpur,19.15
109646,2026-06-20,Capesize,Mozambique,Haldia,13.71
121838,2026-06-20,Capesize,Mozambique,Sagar/Sandheads,19.84
731438,2026-06-20,Supramax,Mozambique,Dhamra,25.06
231566,2026-06-20,Handysize,Australia,Gopalpur,22.69
188894,2026-06-20,Capesize,USA,Gopalpur,15.77
201087,2026-06-21,Capesize,USA,Paradip,12.42
591231,2026-06-21,Panamax,Russia,Sagar/Sandheads,31.26
792399,2026-06-21,Supramax,Russia,Haldia,31.5
164511,2026-06-21,Capesize,Russia,Sagar/Sandheads,16.45
621711,2026-06-21,Panamax,USA,Haldia,28.71
91359,2026-06-21,Capesize,Mozambique,Dhamra,10.98
225471,2026-06-21,Handysize,Australia,Gangavaram,15.23
36495,2026-06-21,Capesize,Australia,Sagar/Sandheads,13.72
335199,2026-06-21,Handysize,Mozambique,Sagar/Sandheads,20.8
524175,2026-06-21,Panamax,Mozambique,Gangavaram,23.61
511983,2026-06-21,Panamax,Indonesia,Visakhapatnam,24.82
676575,2026-06-21,Supramax,Australia,Sagar/Sandheads,21.69
707055,2026-06-21,Supramax,Indonesia,Haldia,19.64
243759,2026-06-21,Handysize,Australia,Paradip,14.28
109647,2026-06-21,Capesize,Mozambique,Haldia,14.24
822879,2026-06-21,Supramax,USA,Gangavaram,27.25
780207,2026-06-21,Supramax,Russia,Gangavaram,30.47
85263,2026-06-21,Capesize,Indonesia,Visakhapatnam,15.18
432735,2026-06-21,Panamax,Australia,Dhamra,24.73
554655,2026-06-21,Panamax,Mozambique,Visakhapatnam,32.72
828975,2026-06-21,Supramax,USA,Gopalpur,19.1
743631,2026-06-21,Supramax,Mozambique,Gopalpur,17.91
249855,2026-06-21,Handysize,Australia,Sagar/Sandheads,23.68
402255,2026-06-21,Handysize,USA,Gopalpur,19.12
768015,2026-06-21,Supramax,Mozambique,Visakhapatnam,26.01
359583,2026-06-21,Handysize,Russia,Gopalpur,18.46
268143,2026-06-21,Handysize,Indonesia,Gangavaram,21.75
60879,2026-06-21,Capesize,Indonesia,Gopalpur,13.02
560751,2026-06-21,Panamax,Russia,Dhamra,32.1
536367,2026-06-21,Panamax,Mozambique,Haldia,26.71
323007,2026-06-21,Handysize,Mozambique,Haldia,15.76
853359,2026-06-21,Supramax,USA,Visakhapatnam,29.49
127935,2026-06-21,Capesize,Mozambique,Visakhapatnam,18.59
719247,2026-06-21,Supramax,Indonesia,Sagar/Sandheads,17.74
639999,2026-06-21,Panamax,USA,Visakhapatnam,20.98
475407,2026-06-21,Panamax,Indonesia,Dhamra,16.12
615615,2026-06-21,Panamax,USA,Gopalpur,27.0
6015,2026-06-21,Capesize,Australia,Dhamra,16.51
274239,2026-06-21,Handysize,Indonesia,Gopalpur,17.05
24303,2026-06-21,Capesize,Australia,Haldia,17.04
463215,2026-06-21,Panamax,Australia,Sagar/Sandheads,25.25
670479,2026-06-21,Supramax,Australia,Paradip,22.63
140127,2026-06-21,Capesize,Russia,Gangavaram,14.73
700959,2026-06-21,Supramax,Indonesia,Gopalpur,15.45
493695,2026-06-21,Panamax,Indonesia,Haldia,27.41
280335,2026-06-21,Handysize,Indonesia,Haldia,20.7
774111,2026-06-21,Supramax,Russia,Dhamra,17.25
298623,2026-06-21,Handysize,Indonesia,Visakhapatnam,19.83
749727,2026-06-21,Supramax,Mozambique,Haldia,30.57
237663,2026-06-21,Handysize,Australia,Haldia,18.4
505887,2026-06-21,Panamax,Indonesia,Sagar/Sandheads,26.03
42591,2026-06-21,Capesize,Australia,Visakhapatnam,11.79
755823,2026-06-21,Supramax,Mozambique,Paradip,16.63
231567,2026-06-21,Handysize,Australia,Gopalpur,23.45
420543,2026-06-21,Handysize,USA,Sagar/Sandheads,30.75
12111,2026-06-21,Capesize,Australia,Gangavaram,12.3
329103,2026-06-21,Handysize,Mozambique,Paradip,21.7
627807,2026-06-21,Panamax,USA,Paradip,22.78
390063,2026-06-21,Handysize,USA,Dhamra,20.71
73071,2026-06-21,Capesize,Indonesia,Paradip,11.51
146223,2026-06-21,Capesize,Russia,Gopalpur,14.02
603423,2026-06-21,Panamax,USA,Dhamra,30.99
542463,2026-06-21,Panamax,Mozambique,Paradip,22.6
286431,2026-06-21,Handysize,Indonesia,Paradip,17.74
816783,2026-06-21,Supramax,USA,Dhamra,30.16
134031,2026-06-21,Capesize,Russia,Dhamra,19.88
213279,2026-06-21,Capesize,USA,Visakhapatnam,19.38
731439,2026-06-21,Supramax,Mozambique,Dhamra,26.25
688767,2026-06-21,Supramax,Indonesia,Dhamra,13.74
725343,2026-06-21,Supramax,Indonesia,Visakhapatnam,32.42
633903,2026-06-21,Panamax,USA,Sagar/Sandheads,42.09
835071,2026-06-21,Supramax,USA,Haldia,26.18
152319,2026-06-21,Capesize,Russia,Haldia,16.91
158415,2026-06-21,Capesize,Russia,Paradip,14.72
371775,2026-06-21,Handysize,Russia,Paradip,24.08
530271,2026-06-21,Panamax,Mozambique,Gopalpur,24.0
103551,2026-06-21,Capesize,Mozambique,Gopalpur,17.52
292527,2026-06-21,Handysize,Indonesia,Sagar/Sandheads,21.13
444927,2026-06-21,Panamax,Australia,Gopalpur,26.25
304719,2026-06-21,Handysize,Mozambique,Dhamra,21.21
761919,2026-06-21,Supramax,Mozambique,Sagar/Sandheads,24.37
18207,2026-06-21,Capesize,Australia,Gopalpur,11.41
341295,2026-06-21,Handysize,Mozambique,Visakhapatnam,11.78
469311,2026-06-21,Panamax,Australia,Visakhapatnam,30.49
682671,2026-06-21,Supramax,Australia,Visakhapatnam,22.63
548559,2026-06-21,Panamax,Mozambique,Sagar/Sandheads,29.23
219375,2026-06-21,Handysize,Australia,Dhamra,20.25
207183,2026-06-21,Capesize,USA,Sagar/Sandheads,18.83
365679,2026-06-21,Handysize,Russia,Haldia,24.87
115743,2026-06-21,Capesize,Mozambique,Paradip,12.0
694863,2026-06-21,Supramax,Indonesia,Gangavaram,19.85
499791,2026-06-21,Panamax,Indonesia,Paradip,35.74
798495,2026-06-21,Supramax,Russia,Paradip,19.28
414447,2026-06-21,Handysize,USA,Paradip,23.75
786303,2026-06-21,Supramax,Russia,Gopalpur,25.05
609519,2026-06-21,Panamax,USA,Gangavaram,25.82
597327,2026-06-21,Panamax,Russia,Visakhapatnam,24.74
316911,2026-06-21,Handysize,Mozambique,Gopalpur,16.89
804591,2026-06-21,Supramax,Russia,Sagar/Sandheads,23.67
566847,2026-06-21,Panamax,Russia,Gangavaram,26.22
579039,2026-06-21,Panamax,Russia,Haldia,26.88
438831,2026-06-21,Panamax,Australia,Gangavaram,28.65
255951,2026-06-21,Handysize,Australia,Visakhapatnam,25.6
188895,2026-06-21,Capesize,USA,Gopalpur,15.86
585135,2026-06-21,Panamax,Russia,Paradip,27.4
353487,2026-06-21,Handysize,Russia,Gangavaram,21.59
347391,2026-06-21,Handysize,Russia,Dhamra,18.39
30399,2026-06-21,Capesize,Australia,Paradip,16.53
572943,2026-06-21,Panamax,Russia,Gopalpur,28.75
664383,2026-06-21,Supramax,Australia,Haldia,25.59
97455,2026-06-21,Capesize,Mozambique,Gangavaram,13.48
396159,2026-06-21,Handysize,USA,Gangavaram,22.94
646095,2026-06-21,Supramax,Australia,Dhamra,27.22
79167,2026-06-21,Capesize,Indonesia,Sagar/Sandheads,15.51
66975,2026-06-21,Capesize,Indonesia,Haldia,17.93
451023,2026-06-21,Panamax,Australia,Haldia,29.85
481503,2026-06-21,Panamax,Indonesia,Gangavaram,22.37
182799,2026-06-21,Capesize,USA,Gangavaram,15.81
810687,2026-06-21,Supramax,Russia,Visakhapatnam,26.67
457119,2026-06-21,Panamax,Australia,Paradip,16.96
383967,2026-06-21,Handysize,Russia,Visakhapatnam,19.33
518079,2026-06-21,Panamax,Mozambique,Dhamra,22.45
48687,2026-06-21,Capesize,Indonesia,Dhamra,9.58
841167,2026-06-21,Supramax,USA,Paradip,29.19
487599,2026-06-21,Panamax,Indonesia,Gopalpur,15.92
408351,2026-06-21,Handysize,USA,Haldia,20.83
54783,2026-06-21,Capesize,Indonesia,Gangavaram,11.8
658287,2026-06-21,Supramax,Australia,Gopalpur,18.33
713151,2026-06-21,Supramax,Indonesia,Paradip,19.93
194991,2026-06-21,Capesize,USA,Haldia,20.86
121839,2026-06-21,Capesize,Mozambique,Sagar/Sandheads,19.81
170607,2026-06-21,Capesize,Russia,Visakhapatnam,17.22
310815,2026-06-21,Handysize,Mozambique,Gangavaram,16.58
262047,2026-06-21,Handysize,Indonesia,Dhamra,11.24
377871,2026-06-21,Handysize,Russia,Sagar/Sandheads,30.68
652191,2026-06-21,Supramax,Australia,Gangavaram,17.94
426639,2026-06-21,Handysize,USA,Visakhapatnam,19.75
737535,2026-06-21,Supramax,Mozambique,Gangavaram,19.88
847263,2026-06-21,Supramax,USA,Sagar/Sandheads,22.79
176703,2026-06-21,Capesize,USA,Dhamra,17.25
761920,2026-06-22,Supramax,Mozambique,Sagar/Sandheads,24.74
646096,2026-06-22,Supramax,Australia,Dhamra,25.89
658288,2026-06-22,Supramax,Australia,Gopalpur,19.64
12112,2026-06-22,Capesize,Australia,Gangavaram,11.91
755824,2026-06-22,Supramax,Mozambique,Paradip,16.78
377872,2026-06-22,Handysize,Russia,Sagar/Sandheads,30.09
481504,2026-06-22,Panamax,Indonesia,Gangavaram,23.64
329104,2026-06-22,Handysize,Mozambique,Paradip,21.01
54784,2026-06-22,Capesize,Indonesia,Gangavaram,11.74
73072,2026-06-22,Capesize,Indonesia,Paradip,11.99
420544,2026-06-22,Handysize,USA,Sagar/Sandheads,29.98
390064,2026-06-22,Handysize,USA,Dhamra,20.89
341296,2026-06-22,Handysize,Mozambique,Visakhapatnam,11.8
176704,2026-06-22,Capesize,USA,Dhamra,17.77
115744,2026-06-22,Capesize,Mozambique,Paradip,11.17
365680,2026-06-22,Handysize,Russia,Haldia,23.91
835072,2026-06-22,Supramax,USA,Haldia,26.4
207184,2026-06-22,Capesize,USA,Sagar/Sandheads,18.41
597328,2026-06-22,Panamax,Russia,Visakhapatnam,24.19
713152,2026-06-22,Supramax,Indonesia,Paradip,19.67
414448,2026-06-22,Handysize,USA,Paradip,24.08
804592,2026-06-22,Supramax,Russia,Sagar/Sandheads,24.18
152320,2026-06-22,Capesize,Russia,Haldia,16.03
469312,2026-06-22,Panamax,Australia,Visakhapatnam,30.88
487600,2026-06-22,Panamax,Indonesia,Gopalpur,14.66
548560,2026-06-22,Panamax,Mozambique,Sagar/Sandheads,27.19
237664,2026-06-22,Handysize,Australia,Haldia,18.91
627808,2026-06-22,Panamax,USA,Paradip,24.32
682672,2026-06-22,Supramax,Australia,Visakhapatnam,22.21
396160,2026-06-22,Handysize,USA,Gangavaram,23.33
749728,2026-06-22,Supramax,Mozambique,Haldia,30.87
841168,2026-06-22,Supramax,USA,Paradip,28.72
255952,2026-06-22,Handysize,Australia,Visakhapatnam,25.63
688768,2026-06-22,Supramax,Indonesia,Dhamra,14.23
48688,2026-06-22,Capesize,Indonesia,Dhamra,9.81
219376,2026-06-22,Handysize,Australia,Dhamra,20.59
579040,2026-06-22,Panamax,Russia,Haldia,26.45
609520,2026-06-22,Panamax,USA,Gangavaram,26.91
97456,2026-06-22,Capesize,Mozambique,Gangavaram,13.45
371776,2026-06-22,Handysize,Russia,Paradip,23.37
853360,2026-06-22,Supramax,USA,Visakhapatnam,30.25
109648,2026-06-22,Capesize,Mozambique,Haldia,13.83
292528,2026-06-22,Handysize,Indonesia,Sagar/Sandheads,21.52
335200,2026-06-22,Handysize,Mozambique,Sagar/Sandheads,21.09
85264,2026-06-22,Capesize,Indonesia,Visakhapatnam,15.16
140128,2026-06-22,Capesize,Russia,Gangavaram,15.08
225472,2026-06-22,Handysize,Australia,Gangavaram,15.52
700960,2026-06-22,Supramax,Indonesia,Gopalpur,15.87
652192,2026-06-22,Supramax,Australia,Gangavaram,19.02
432736,2026-06-22,Panamax,Australia,Dhamra,25.5
463216,2026-06-22,Panamax,Australia,Sagar/Sandheads,25.27
615616,2026-06-22,Panamax,USA,Gopalpur,25.92
847264,2026-06-22,Supramax,USA,Sagar/Sandheads,23.35
536368,2026-06-22,Panamax,Mozambique,Haldia,26.95
316912,2026-06-22,Handysize,Mozambique,Gopalpur,17.14
402256,2026-06-22,Handysize,USA,Gopalpur,20.21
828976,2026-06-22,Supramax,USA,Gopalpur,19.35
426640,2026-06-22,Handysize,USA,Visakhapatnam,19.96
30400,2026-06-22,Capesize,Australia,Paradip,16.77
694864,2026-06-22,Supramax,Indonesia,Gangavaram,20.14
572944,2026-06-22,Panamax,Russia,Gopalpur,29.54
518080,2026-06-22,Panamax,Mozambique,Dhamra,21.8
286432,2026-06-22,Handysize,Indonesia,Paradip,17.4
213280,2026-06-22,Capesize,USA,Visakhapatnam,19.32
621712,2026-06-22,Panamax,USA,Haldia,30.38
304720,2026-06-22,Handysize,Mozambique,Dhamra,21.76
182800,2026-06-22,Capesize,USA,Gangavaram,15.07
603424,2026-06-22,Panamax,USA,Dhamra,30.28
79168,2026-06-22,Capesize,Indonesia,Sagar/Sandheads,14.81
530272,2026-06-22,Panamax,Mozambique,Gopalpur,24.26
731440,2026-06-22,Supramax,Mozambique,Dhamra,25.2
408352,2026-06-22,Handysize,USA,Haldia,20.97
134032,2026-06-22,Capesize,Russia,Dhamra,20.33
542464,2026-06-22,Panamax,Mozambique,Paradip,23.58
146224,2026-06-22,Capesize,Russia,Gopalpur,14.4
725344,2026-06-22,Supramax,Indonesia,Visakhapatnam,32.41
231568,2026-06-22,Handysize,Australia,Gopalpur,23.18
505888,2026-06-22,Panamax,Indonesia,Sagar/Sandheads,26.32
42592,2026-06-22,Capesize,Australia,Visakhapatnam,12.1
18208,2026-06-22,Capesize,Australia,Gopalpur,11.65
353488,2026-06-22,Handysize,Russia,Gangavaram,21.57
298624,2026-06-22,Handysize,Indonesia,Visakhapatnam,20.06
188896,2026-06-22,Capesize,USA,Gopalpur,15.78
499792,2026-06-22,Panamax,Indonesia,Paradip,35.36
816784,2026-06-22,Supramax,USA,Dhamra,29.08
444928,2026-06-22,Panamax,Australia,Gopalpur,26.2
194992,2026-06-22,Capesize,USA,Haldia,21.17
780208,2026-06-22,Supramax,Russia,Gangavaram,31.72
524176,2026-06-22,Panamax,Mozambique,Gangavaram,22.99
719248,2026-06-22,Supramax,Indonesia,Sagar/Sandheads,18.16
511984,2026-06-22,Panamax,Indonesia,Visakhapatnam,24.1
66976,2026-06-22,Capesize,Indonesia,Haldia,18.71
121840,2026-06-22,Capesize,Mozambique,Sagar/Sandheads,19.72
676576,2026-06-22,Supramax,Australia,Sagar/Sandheads,21.56
323008,2026-06-22,Handysize,Mozambique,Haldia,15.79
822880,2026-06-22,Supramax,USA,Gangavaram,27.05
585136,2026-06-22,Panamax,Russia,Paradip,26.41
560752,2026-06-22,Panamax,Russia,Dhamra,31.73
707056,2026-06-22,Supramax,Indonesia,Haldia,20.0
451024,2026-06-22,Panamax,Australia,Haldia,29.1
243760,2026-06-22,Handysize,Australia,Paradip,13.97
438832,2026-06-22,Panamax,Australia,Gangavaram,28.88
127936,2026-06-22,Capesize,Mozambique,Visakhapatnam,18.53
640000,2026-06-22,Panamax,USA,Visakhapatnam,20.56
591232,2026-06-22,Panamax,Russia,Sagar/Sandheads,32.76
810688,2026-06-22,Supramax,Russia,Visakhapatnam,26.5
554656,2026-06-22,Panamax,Mozambique,Visakhapatnam,31.39
670480,2026-06-22,Supramax,Australia,Paradip,22.79
24304,2026-06-22,Capesize,Australia,Haldia,16.83
347392,2026-06-22,Handysize,Russia,Dhamra,18.35
36496,2026-06-22,Capesize,Australia,Sagar/Sandheads,13.35
786304,2026-06-22,Supramax,Russia,Gopalpur,25.63
792400,2026-06-22,Supramax,Russia,Haldia,29.97
164512,2026-06-22,Capesize,Russia,Sagar/Sandheads,17.52
274240,2026-06-22,Handysize,Indonesia,Gopalpur,17.46
664384,2026-06-22,Supramax,Australia,Haldia,24.77
457120,2026-06-22,Panamax,Australia,Paradip,16.29
201088,2026-06-22,Capesize,USA,Paradip,12.24
6016,2026-06-22,Capesize,Australia,Dhamra,16.26
475408,2026-06-22,Panamax,Indonesia,Dhamra,15.6
91360,2026-06-22,Capesize,Mozambique,Dhamra,10.51
60880,2026-06-22,Capesize,Indonesia,Gopalpur,13.1
493696,2026-06-22,Panamax,Indonesia,Haldia,27.08
566848,2026-06-22,Panamax,Russia,Gangavaram,26.67
633904,2026-06-22,Panamax,USA,Sagar/Sandheads,41.81
737536,2026-06-22,Supramax,Mozambique,Gangavaram,19.9
768016,2026-06-22,Supramax,Mozambique,Visakhapatnam,26.11
170608,2026-06-22,Capesize,Russia,Visakhapatnam,16.92
158416,2026-06-22,Capesize,Russia,Paradip,15.02
359584,2026-06-22,Handysize,Russia,Gopalpur,18.08
774112,2026-06-22,Supramax,Russia,Dhamra,18.29
249856,2026-06-22,Handysize,Australia,Sagar/Sandheads,24.57
310816,2026-06-22,Handysize,Mozambique,Gangavaram,16.84
262048,2026-06-22,Handysize,Indonesia,Dhamra,11.91
280336,2026-06-22,Handysize,Indonesia,Haldia,19.56
743632,2026-06-22,Supramax,Mozambique,Gopalpur,17.66
103552,2026-06-22,Capesize,Mozambique,Gopalpur,18.07
383968,2026-06-22,Handysize,Russia,Visakhapatnam,19.65
268144,2026-06-22,Handysize,Indonesia,Gangavaram,20.9
798496,2026-06-22,Supramax,Russia,Paradip,19.67
822881,2026-06-23,Supramax,USA,Gangavaram,26.97
475409,2026-06-23,Panamax,Indonesia,Dhamra,15.18
542465,2026-06-23,Panamax,Mozambique,Paradip,23.13
768017,2026-06-23,Supramax,Mozambique,Visakhapatnam,26.03
664385,2026-06-23,Supramax,Australia,Haldia,23.78
408353,2026-06-23,Handysize,USA,Haldia,21.13
298625,2026-06-23,Handysize,Indonesia,Visakhapatnam,19.85
146225,2026-06-23,Capesize,Russia,Gopalpur,14.46
323009,2026-06-23,Handysize,Mozambique,Haldia,15.64
249857,2026-06-23,Handysize,Australia,Sagar/Sandheads,24.1
18209,2026-06-23,Capesize,Australia,Gopalpur,11.24
353489,2026-06-23,Handysize,Russia,Gangavaram,21.63
554657,2026-06-23,Panamax,Mozambique,Visakhapatnam,31.77
536369,2026-06-23,Panamax,Mozambique,Haldia,27.2
798497,2026-06-23,Supramax,Russia,Paradip,19.99
231569,2026-06-23,Handysize,Australia,Gopalpur,23.09
97457,2026-06-23,Capesize,Mozambique,Gangavaram,12.88
316913,2026-06-23,Handysize,Mozambique,Gopalpur,17.64
743633,2026-06-23,Supramax,Mozambique,Gopalpur,17.83
402257,2026-06-23,Handysize,USA,Gopalpur,19.31
615617,2026-06-23,Panamax,USA,Gopalpur,26.41
12113,2026-06-23,Capesize,Australia,Gangavaram,11.6
828977,2026-06-23,Supramax,USA,Gopalpur,19.72
274241,2026-06-23,Handysize,Indonesia,Gopalpur,17.54
505889,2026-06-23,Panamax,Indonesia,Sagar/Sandheads,26.62
188897,2026-06-23,Capesize,USA,Gopalpur,16.12
725345,2026-06-23,Supramax,Indonesia,Visakhapatnam,31.19
42593,2026-06-23,Capesize,Australia,Visakhapatnam,12.27
719249,2026-06-23,Supramax,Indonesia,Sagar/Sandheads,18.39
640001,2026-06-23,Panamax,USA,Visakhapatnam,20.29
652193,2026-06-23,Supramax,Australia,Gangavaram,18.48
426641,2026-06-23,Handysize,USA,Visakhapatnam,20.05
371777,2026-06-23,Handysize,Russia,Paradip,23.03
560753,2026-06-23,Panamax,Russia,Dhamra,32.8
810689,2026-06-23,Supramax,Russia,Visakhapatnam,27.37
310817,2026-06-23,Handysize,Mozambique,Gangavaram,16.94
737537,2026-06-23,Supramax,Mozambique,Gangavaram,19.35
268145,2026-06-23,Handysize,Indonesia,Gangavaram,20.9
292529,2026-06-23,Handysize,Indonesia,Sagar/Sandheads,21.82
60881,2026-06-23,Capesize,Indonesia,Gopalpur,12.26
30401,2026-06-23,Capesize,Australia,Paradip,16.05
225473,2026-06-23,Handysize,Australia,Gangavaram,16.19
109649,2026-06-23,Capesize,Mozambique,Haldia,14.33
85265,2026-06-23,Capesize,Indonesia,Visakhapatnam,15.18
335201,2026-06-23,Handysize,Mozambique,Sagar/Sandheads,21.05
121841,2026-06-23,Capesize,Mozambique,Sagar/Sandheads,20.05
609521,2026-06-23,Panamax,USA,Gangavaram,26.09
585137,2026-06-23,Panamax,Russia,Paradip,26.03
847265,2026-06-23,Supramax,USA,Sagar/Sandheads,23.58
694865,2026-06-23,Supramax,Indonesia,Gangavaram,20.79
499793,2026-06-23,Panamax,Indonesia,Paradip,35.86
572945,2026-06-23,Panamax,Russia,Gopalpur,29.02
463217,2026-06-23,Panamax,Australia,Sagar/Sandheads,25.34
48689,2026-06-23,Capesize,Indonesia,Dhamra,9.44
140129,2026-06-23,Capesize,Russia,Gangavaram,14.68
170609,2026-06-23,Capesize,Russia,Visakhapatnam,16.3
566849,2026-06-23,Panamax,Russia,Gangavaram,25.93
579041,2026-06-23,Panamax,Russia,Haldia,26.61
127937,2026-06-23,Capesize,Mozambique,Visakhapatnam,18.55
219377,2026-06-23,Handysize,Australia,Dhamra,20.33
359585,2026-06-23,Handysize,Russia,Gopalpur,18.12
134033,2026-06-23,Capesize,Russia,Dhamra,19.65
700961,2026-06-23,Supramax,Indonesia,Gopalpur,16.21
432737,2026-06-23,Panamax,Australia,Dhamra,24.66
347393,2026-06-23,Handysize,Russia,Dhamra,18.34
54785,2026-06-23,Capesize,Indonesia,Gangavaram,11.9
518081,2026-06-23,Panamax,Mozambique,Dhamra,22.49
682673,2026-06-23,Supramax,Australia,Visakhapatnam,23.76
493697,2026-06-23,Panamax,Indonesia,Haldia,26.84
438833,2026-06-23,Panamax,Australia,Gangavaram,27.27
835073,2026-06-23,Supramax,USA,Haldia,26.83
792401,2026-06-23,Supramax,Russia,Haldia,30.45
194993,2026-06-23,Capesize,USA,Haldia,20.88
597329,2026-06-23,Panamax,Russia,Visakhapatnam,24.52
115745,2026-06-23,Capesize,Mozambique,Paradip,11.82
451025,2026-06-23,Panamax,Australia,Haldia,28.24
152321,2026-06-23,Capesize,Russia,Haldia,16.69
255953,2026-06-23,Handysize,Australia,Visakhapatnam,25.23
469313,2026-06-23,Panamax,Australia,Visakhapatnam,31.75
707057,2026-06-23,Supramax,Indonesia,Haldia,19.64
676577,2026-06-23,Supramax,Australia,Sagar/Sandheads,20.54
627809,2026-06-23,Panamax,USA,Paradip,22.69
243761,2026-06-23,Handysize,Australia,Paradip,14.34
414449,2026-06-23,Handysize,USA,Paradip,23.56
816785,2026-06-23,Supramax,USA,Dhamra,29.68
365681,2026-06-23,Handysize,Russia,Haldia,24.57
658289,2026-06-23,Supramax,Australia,Gopalpur,18.02
304721,2026-06-23,Handysize,Mozambique,Dhamra,21.62
103553,2026-06-23,Capesize,Mozambique,Gopalpur,17.17
377873,2026-06-23,Handysize,Russia,Sagar/Sandheads,30.41
280337,2026-06-23,Handysize,Indonesia,Haldia,20.25
444929,2026-06-23,Panamax,Australia,Gopalpur,26.61
761921,2026-06-23,Supramax,Mozambique,Sagar/Sandheads,24.06
262049,2026-06-23,Handysize,Indonesia,Dhamra,11.86
341297,2026-06-23,Handysize,Mozambique,Visakhapatnam,12.84
176705,2026-06-23,Capesize,USA,Dhamra,17.56
79169,2026-06-23,Capesize,Indonesia,Sagar/Sandheads,14.82
548561,2026-06-23,Panamax,Mozambique,Sagar/Sandheads,29.32
383969,2026-06-23,Handysize,Russia,Visakhapatnam,19.64
487601,2026-06-23,Panamax,Indonesia,Gopalpur,16.1
158417,2026-06-23,Capesize,Russia,Paradip,15.67
774113,2026-06-23,Supramax,Russia,Dhamra,18.01
713153,2026-06-23,Supramax,Indonesia,Paradip,18.96
207185,2026-06-23,Capesize,USA,Sagar/Sandheads,18.86
396161,2026-06-23,Handysize,USA,Gangavaram,22.6
633905,2026-06-23,Panamax,USA,Sagar/Sandheads,42.7
237665,2026-06-23,Handysize,Australia,Haldia,18.79
749729,2026-06-23,Supramax,Mozambique,Haldia,30.22
201089,2026-06-23,Capesize,USA,Paradip,13.04
66977,2026-06-23,Capesize,Indonesia,Haldia,18.13
853361,2026-06-23,Supramax,USA,Visakhapatnam,28.61
24305,2026-06-23,Capesize,Australia,Haldia,16.97
164513,2026-06-23,Capesize,Russia,Sagar/Sandheads,16.41
286433,2026-06-23,Handysize,Indonesia,Paradip,17.66
786305,2026-06-23,Supramax,Russia,Gopalpur,25.94
213281,2026-06-23,Capesize,USA,Visakhapatnam,19.6
329105,2026-06-23,Handysize,Mozambique,Paradip,20.76
621713,2026-06-23,Panamax,USA,Haldia,29.71
688769,2026-06-23,Supramax,Indonesia,Dhamra,14.89
182801,2026-06-23,Capesize,USA,Gangavaram,15.1
670481,2026-06-23,Supramax,Australia,Paradip,22.43
530273,2026-06-23,Panamax,Mozambique,Gopalpur,24.47
603425,2026-06-23,Panamax,USA,Dhamra,30.12
731441,2026-06-23,Supramax,Mozambique,Dhamra,24.87
6017,2026-06-23,Capesize,Australia,Dhamra,16.09
780209,2026-06-23,Supramax,Russia,Gangavaram,31.2
36497,2026-06-23,Capesize,Australia,Sagar/Sandheads,12.94
73073,2026-06-23,Capesize,Indonesia,Paradip,11.59
804593,2026-06-23,Supramax,Russia,Sagar/Sandheads,23.61
457121,2026-06-23,Panamax,Australia,Paradip,16.84
420545,2026-06-23,Handysize,USA,Sagar/Sandheads,30.64
511985,2026-06-23,Panamax,Indonesia,Visakhapatnam,25.4
646097,2026-06-23,Supramax,Australia,Dhamra,26.39
